seed,strategy,algo,learning_hits,learning_obs,deployment_hits,deployment_obs
843,random,tree,16,468,0,174
843,greedy,tree,14,468,14,176
843,prob,tree,36,468,5,154
843,prob-sq,tree,34,468,17,156
843,active,tree,11,468,6,179
843,active-interquartile,tree,19,468,0,171
843,active-semigreedy,tree,19,468,0,171
843,active-greedy,tree,11,418,2,179
843,active-prob,tree,22,468,12,168
844,random,glm,26,468,17,164
844,greedy,glm,53,468,7,137
844,prob,glm,23,468,20,167
844,prob-sq,glm,28,468,18,162
844,active,glm,28,468,19,162
844,active-interquartile,glm,26,468,20,164
844,active-semigreedy,glm,16,468,18,174
844,active-greedy,glm,48,468,13,142
844,active-prob,glm,26,468,18,164
844,random,tree,18,468,28,172
844,greedy,tree,42,468,0,148
844,prob,tree,52,468,30,138
844,prob-sq,tree,60,468,21,130
844,active,tree,39,468,0,151
844,active-interquartile,tree,18,468,31,172
844,active-semigreedy,tree,18,468,29,172
844,active-greedy,tree,37,426,0,153
844,active-prob,tree,33,468,39,157
845,random,glm,18,468,61,172
845,greedy,glm,92,468,5,98
845,prob,glm,29,468,56,161
845,prob-sq,glm,20,468,61,170
845,active,glm,17,468,61,173
845,active-interquartile,glm,17,468,62,173
845,active-semigreedy,glm,12,468,65,178
845,active-greedy,glm,86,392,7,104
845,active-prob,glm,17,468,62,173
845,random,tree,16,468,20,174
845,greedy,tree,40,468,0,150
845,prob,tree,31,468,46,159
845,prob-sq,tree,40,468,28,150
845,active,tree,11,468,0,179
845,active-interquartile,tree,14,468,0,176
845,active-semigreedy,tree,14,468,0,176
845,active-greedy,tree,11,460,9,179
845,active-prob,tree,27,468,48,163
846,random,glm,19,468,56,171
846,greedy,glm,93,468,5,97
846,prob,glm,26,468,53,164
846,prob-sq,glm,38,468,51,152
846,active,glm,18,468,56,172
846,active-interquartile,glm,17,468,58,173
846,active-semigreedy,glm,12,468,61,178
846,active-greedy,glm,82,400,13,108
846,active-prob,glm,14,468,60,176
846,random,tree,15,468,0,175
846,greedy,tree,33,468,12,157
846,prob,tree,41,468,22,149
846,prob-sq,tree,50,468,24,140
846,active,tree,10,468,0,180
846,active-interquartile,tree,21,468,5,169
846,active-semigreedy,tree,19,468,0,171
846,active-greedy,tree,10,464,0,180
846,active-prob,tree,29,468,42,161
847,random,glm,20,468,38,170
847,greedy,glm,79,468,2,111
847,prob,glm,25,468,40,165
847,prob-sq,glm,40,468,29,150
847,active,glm,13,468,49,177
847,active-interquartile,glm,21,468,37,169
847,active-semigreedy,glm,18,468,32,172
847,active-greedy,glm,75,403,7,115
847,active-prob,glm,17,468,36,173
847,random,tree,19,468,0,171
847,greedy,tree,12,468,0,178
847,prob,tree,33,468,25,157
847,prob-sq,tree,33,468,27,157
847,active,tree,11,468,0,179
847,active-interquartile,tree,17,468,0,173
847,active-semigreedy,tree,17,468,0,173
847,active-greedy,tree,30,468,9,160
847,active-prob,tree,26,468,31,164
848,random,glm,21,468,4,169
848,greedy,glm,27,468,4,163
848,prob,glm,23,468,11,167
848,prob-sq,glm,18,468,9,172
848,active,glm,15,468,8,175
848,active-interquartile,glm,21,468,11,169
848,active-semigreedy,glm,17,468,12,173
848,active-greedy,glm,30,468,4,160
848,active-prob,glm,26,468,8,164
848,random,tree,17,468,3,173
848,greedy,tree,12,468,2,178
848,prob,tree,22,468,5,168
848,prob-sq,tree,20,468,0,170
848,active,tree,11,468,0,179
848,active-interquartile,tree,16,468,0,174
848,active-semigreedy,tree,21,468,3,169
848,active-greedy,tree,11,454,0,179
848,active-prob,tree,20,468,3,170
849,random,glm,18,468,31,172
849,greedy,glm,62,468,6,128
849,prob,glm,25,468,27,165
849,prob-sq,glm,29,468,29,161
849,active,glm,18,468,15,172
849,active-interquartile,glm,23,468,29,167
849,active-semigreedy,glm,19,468,25,171
849,active-greedy,glm,56,419,10,134
849,active-prob,glm,17,468,20,173
849,random,tree,24,468,0,166
849,greedy,tree,12,468,0,178
849,prob,tree,33,468,18,157
849,prob-sq,tree,40,468,23,150
849,active,tree,10,468,0,180
849,active-interquartile,tree,15,468,3,175
849,active-semigreedy,tree,19,468,7,171
849,active-greedy,tree,11,468,5,179
849,active-prob,tree,24,468,21,166
850,random,glm,17,468,13,173
850,greedy,glm,46,468,3,144
850,prob,glm,16,468,14,174
850,prob-sq,glm,28,468,8,162
850,active,glm,13,468,22,177
850,active-interquartile,glm,22,468,23,168
850,active-semigreedy,glm,18,468,24,172
850,active-greedy,glm,42,468,7,148
850,active-prob,glm,24,468,11,166
850,random,tree,21,468,0,169
850,greedy,tree,14,468,2,176
850,prob,tree,26,468,15,164
850,prob-sq,tree,27,468,8,163
850,active,tree,11,468,0,179
850,active-interquartile,tree,23,468,0,167
850,active-semigreedy,tree,22,468,0,168
850,active-greedy,tree,12,468,3,178
850,active-prob,tree,23,468,12,167
851,random,glm,29,468,22,161
851,greedy,glm,56,468,8,134
851,prob,glm,14,468,29,176
851,prob-sq,glm,23,468,26,167
851,active,glm,23,468,11,167
851,active-interquartile,glm,18,468,18,172
851,active-semigreedy,glm,19,468,3,171
851,active-greedy,glm,51,468,9,139
851,active-prob,glm,20,468,9,170
851,random,tree,17,468,15,173
851,greedy,tree,16,468,17,174
851,prob,tree,38,468,27,152
851,prob-sq,tree,43,468,13,147
851,active,tree,18,468,0,172
851,active-interquartile,tree,23,468,0,167
851,active-semigreedy,tree,19,468,0,171
851,active-greedy,tree,13,463,6,177
851,active-prob,tree,25,468,26,165
852,random,glm,18,468,1,172
852,greedy,glm,29,468,10,161
852,prob,glm,22,468,2,168
852,prob-sq,glm,19,468,8,171
852,active,glm,24,468,3,166
852,active-interquartile,glm,18,468,1,172
852,active-semigreedy,glm,22,468,3,168
852,active-greedy,glm,28,468,6,162
852,active-prob,glm,20,468,8,170
852,random,tree,20,468,0,170
852,greedy,tree,10,468,0,180
852,prob,tree,22,468,1,168
852,prob-sq,tree,21,468,3,169
852,active,tree,11,468,0,179
852,active-interquartile,tree,20,468,1,170
852,active-semigreedy,tree,18,468,5,172
852,active-greedy,tree,10,467,5,180
852,active-prob,tree,20,468,1,170
853,random,glm,21,468,30,169
853,greedy,glm,93,468,17,97
853,prob,glm,30,468,34,160
853,prob-sq,glm,41,468,32,149
853,active,glm,15,468,36,175
853,active-interquartile,glm,19,468,36,171
853,active-semigreedy,glm,16,468,36,174
853,active-greedy,glm,92,453,14,98
853,active-prob,glm,18,468,39,172
853,random,tree,16,468,0,174
853,greedy,tree,14,468,7,176
853,prob,tree,31,468,22,159
853,prob-sq,tree,47,468,24,143
853,active,tree,18,468,15,172
853,active-interquartile,tree,17,468,0,173
853,active-semigreedy,tree,16,468,3,174
853,active-greedy,tree,14,437,0,176
853,active-prob,tree,31,468,18,159
854,random,glm,23,468,15,167
854,greedy,glm,42,468,6,148
854,prob,glm,21,468,16,169
854,prob-sq,glm,23,468,18,167
854,active,glm,15,468,18,175
854,active-interquartile,glm,17,468,12,173
854,active-semigreedy,glm,17,468,16,173
854,active-greedy,glm,39,468,7,151
854,active-prob,glm,18,468,16,172
854,random,tree,19,468,11,171
854,greedy,tree,15,468,0,175
854,prob,tree,29,468,11,161
854,prob-sq,tree,29,468,10,161
854,active,tree,10,468,0,180
854,active-interquartile,tree,19,468,0,171
854,active-semigreedy,tree,20,468,7,170
854,active-greedy,tree,15,468,0,175
854,active-prob,tree,26,468,11,164
855,random,glm,19,468,19,171
855,greedy,glm,40,468,10,150
855,prob,glm,16,468,16,174
855,prob-sq,glm,26,468,16,164
855,active,glm,22,468,15,168
855,active-interquartile,glm,25,468,14,165
855,active-semigreedy,glm,18,468,15,172
855,active-greedy,glm,38,468,7,152
855,active-prob,glm,20,468,16,170
855,random,tree,15,468,1,175
855,greedy,tree,10,468,10,180
855,prob,tree,28,468,6,162
855,prob-sq,tree,20,468,1,170
855,active,tree,12,468,0,178
855,active-interquartile,tree,21,468,0,169
855,active-semigreedy,tree,19,468,0,171
855,active-greedy,tree,11,468,9,179
855,active-prob,tree,20,468,7,170
856,random,glm,20,468,23,170
856,greedy,glm,49,468,10,141
856,prob,glm,23,468,19,167
856,prob-sq,glm,29,468,20,161
856,active,glm,21,468,23,169
856,active-interquartile,glm,24,468,24,166
856,active-semigreedy,glm,17,468,24,173
856,active-greedy,glm,44,436,11,146
856,active-prob,glm,21,468,23,169
856,random,tree,20,468,3,170
856,greedy,tree,14,468,4,176
856,prob,tree,24,468,4,166
856,prob-sq,tree,27,468,2,163
856,active,tree,11,468,0,179
856,active-interquartile,tree,19,468,0,171
856,active-semigreedy,tree,22,468,6,168
856,active-greedy,tree,13,460,3,177
856,active-prob,tree,21,468,12,169
857,random,glm,20,468,27,170
857,greedy,glm,56,468,11,134
857,prob,glm,26,468,27,164
857,prob-sq,glm,30,468,22,160
857,active,glm,22,468,29,168
857,active-interquartile,glm,22,468,29,168
857,active-semigreedy,glm,16,468,29,174
857,active-greedy,glm,55,444,13,135
857,active-prob,glm,21,468,29,169
857,random,tree,20,468,0,170
857,greedy,tree,40,468,0,150
857,prob,tree,32,468,21,158
857,prob-sq,tree,33,468,16,157
857,active,tree,11,468,0,179
857,active-interquartile,tree,17,468,0,173
857,active-semigreedy,tree,18,468,0,172
857,active-greedy,tree,32,464,8,158
857,active-prob,tree,19,468,27,171
858,random,glm,19,468,6,171
858,greedy,glm,29,468,8,161
858,prob,glm,24,468,9,166
858,prob-sq,glm,18,468,6,172
858,active,glm,20,468,5,170
858,active-interquartile,glm,20,468,9,170
858,active-semigreedy,glm,15,468,8,175
858,active-greedy,glm,21,468,10,169
858,active-prob,glm,15,468,7,175
858,random,tree,15,468,0,175
858,greedy,tree,13,468,0,177
858,prob,tree,20,468,10,170
858,prob-sq,tree,19,468,3,171
858,active,tree,10,468,0,180
858,active-interquartile,tree,17,468,0,173
858,active-semigreedy,tree,18,468,8,172
858,active-greedy,tree,12,468,3,178
858,active-prob,tree,24,468,5,166
859,random,glm,17,468,54,173
859,greedy,glm,94,468,8,96
859,prob,glm,36,468,43,154
859,prob-sq,glm,54,468,31,136
859,active,glm,21,468,52,169
859,active-interquartile,glm,17,468,59,173
859,active-semigreedy,glm,14,468,55,176
859,active-greedy,glm,82,384,15,108
859,active-prob,glm,20,468,50,170
859,random,tree,20,468,0,170
859,greedy,tree,55,468,0,135
859,prob,tree,39,468,0,151
859,prob-sq,tree,62,468,30,128
859,active,tree,27,468,9,163
859,active-interquartile,tree,17,468,0,173
859,active-semigreedy,tree,19,468,0,171
859,active-greedy,tree,38,460,45,152
859,active-prob,tree,31,468,42,159
860,random,glm,18,468,14,172
860,greedy,glm,34,468,10,156
860,prob,glm,23,468,13,167
860,prob-sq,glm,24,468,12,166
860,active,glm,21,468,14,169
860,active-interquartile,glm,20,468,14,170
860,active-semigreedy,glm,15,468,14,175
860,active-greedy,glm,31,468,9,159
860,active-prob,glm,24,468,12,166
860,random,tree,19,468,7,171
860,greedy,tree,10,468,7,180
860,prob,tree,25,468,3,165
860,prob-sq,tree,21,468,3,169
860,active,tree,10,468,0,180
860,active-interquartile,tree,28,468,3,162
860,active-semigreedy,tree,20,468,2,170
860,active-greedy,tree,10,468,6,180
860,active-prob,tree,18,468,4,172
861,random,glm,22,468,25,168
861,greedy,glm,63,468,12,127
861,prob,glm,24,468,25,166
861,prob-sq,glm,38,468,19,152
861,active,glm,18,468,22,172
861,active-interquartile,glm,24,468,25,166
861,active-semigreedy,glm,15,468,25,175
861,active-greedy,glm,55,468,13,135
861,active-prob,glm,17,468,24,173
861,random,tree,18,468,0,172
861,greedy,tree,12,468,14,178
861,prob,tree,28,468,8,162
861,prob-sq,tree,28,468,15,162
861,active,tree,17,468,3,173
861,active-interquartile,tree,17,468,0,173
861,active-semigreedy,tree,16,468,4,174
861,active-greedy,tree,16,455,1,174
861,active-prob,tree,31,468,11,159
862,random,glm,17,468,45,173
862,greedy,glm,79,468,6,111
862,prob,glm,25,468,41,165
862,prob-sq,glm,27,468,42,163
862,active,glm,20,468,43,170
862,active-interquartile,glm,15,468,44,175
862,active-semigreedy,glm,16,468,42,174
862,active-greedy,glm,71,432,13,119
862,active-prob,glm,16,468,42,174
862,random,tree,13,468,0,177
862,greedy,tree,10,468,0,180
862,prob,tree,28,468,2,162
862,prob-sq,tree,26,468,7,164
862,active,tree,12,468,0,178
862,active-interquartile,tree,22,468,1,168
862,active-semigreedy,tree,22,468,0,168
862,active-greedy,tree,10,456,4,180
862,active-prob,tree,29,468,36,161
863,random,glm,18,468,56,172
863,greedy,glm,85,468,3,105
863,prob,glm,28,468,49,162
863,prob-sq,glm,52,468,35,138
863,active,glm,24,468,55,166
863,active-interquartile,glm,17,468,56,173
863,active-semigreedy,glm,17,468,49,173
863,active-greedy,glm,82,403,6,108
863,active-prob,glm,17,468,54,173
863,random,tree,18,468,34,172
863,greedy,tree,23,468,3,167
863,prob,tree,41,468,32,149
863,prob-sq,tree,45,468,25,145
863,active,tree,19,468,22,171
863,active-interquartile,tree,19,468,48,171
863,active-semigreedy,tree,18,468,29,172
863,active-greedy,tree,37,416,0,153
863,active-prob,tree,27,468,0,163
864,random,glm,18,468,69,172
864,greedy,glm,95,468,3,95
864,prob,glm,24,468,68,166
864,prob-sq,glm,33,468,56,157
864,active,glm,12,468,68,178
864,active-interquartile,glm,17,468,69,173
864,active-semigreedy,glm,14,468,58,176
864,active-greedy,glm,91,365,4,99
864,active-prob,glm,18,468,73,172
864,random,tree,19,468,54,171
864,greedy,tree,38,468,0,152
864,prob,tree,44,468,35,146
864,prob-sq,tree,54,468,12,136
864,active,tree,10,468,57,180
864,active-interquartile,tree,22,468,0,168
864,active-semigreedy,tree,18,468,2,172
864,active-greedy,tree,52,407,0,138
864,active-prob,tree,38,468,45,152
865,random,glm,19,468,48,171
865,greedy,glm,85,468,8,105
865,prob,glm,27,468,50,163
865,prob-sq,glm,47,468,39,143
865,active,glm,24,468,41,166
865,active-interquartile,glm,22,468,47,168
865,active-semigreedy,glm,20,468,46,170
865,active-greedy,glm,89,466,5,101
865,active-prob,glm,15,468,41,175
865,random,tree,22,468,3,168
865,greedy,tree,26,468,2,164
865,prob,tree,41,468,34,149
865,prob-sq,tree,48,468,31,142
865,active,tree,12,468,0,178
865,active-interquartile,tree,22,468,0,168
865,active-semigreedy,tree,23,468,0,167
865,active-greedy,tree,10,468,10,180
865,active-prob,tree,23,468,40,167
866,random,glm,17,468,25,173
866,greedy,glm,61,468,11,129
866,prob,glm,22,468,32,168
866,prob-sq,glm,29,468,31,161
866,active,glm,21,468,26,169
866,active-interquartile,glm,18,468,33,172
866,active-semigreedy,glm,14,468,33,176
866,active-greedy,glm,55,465,15,135
866,active-prob,glm,16,468,29,174
866,random,tree,24,468,0,166
866,greedy,tree,21,468,2,169
866,prob,tree,37,468,15,153
866,prob-sq,tree,31,468,17,159
866,active,tree,10,468,14,180
866,active-interquartile,tree,24,468,0,166
866,active-semigreedy,tree,24,468,16,166
866,active-greedy,tree,18,428,2,172
866,active-prob,tree,40,468,20,150
867,random,glm,20,468,32,170
867,greedy,glm,52,468,3,138
867,prob,glm,19,468,33,171
867,prob-sq,glm,29,468,25,161
867,active,glm,26,468,24,164
867,active-interquartile,glm,15,468,33,175
867,active-semigreedy,glm,14,468,26,176
867,active-greedy,glm,50,388,3,140
867,active-prob,glm,18,468,35,172
867,random,tree,21,468,0,169
867,greedy,tree,15,468,5,175
867,prob,tree,30,468,22,160
867,prob-sq,tree,32,468,28,158
867,active,tree,21,468,16,169
867,active-interquartile,tree,17,468,3,173
867,active-semigreedy,tree,15,468,0,175
867,active-greedy,tree,11,459,16,179
867,active-prob,tree,27,468,35,163
868,random,glm,19,468,24,171
868,greedy,glm,48,468,11,142
868,prob,glm,22,468,25,168
868,prob-sq,glm,32,468,18,158
868,active,glm,21,468,24,169
868,active-interquartile,glm,16,468,25,174
868,active-semigreedy,glm,20,468,23,170
868,active-greedy,glm,53,468,10,137
868,active-prob,glm,22,468,24,168
868,random,tree,19,468,3,171
868,greedy,tree,14,468,5,176
868,prob,tree,24,468,3,166
868,prob-sq,tree,32,468,6,158
868,active,tree,17,468,0,173
868,active-interquartile,tree,25,468,16,165
868,active-semigreedy,tree,23,468,1,167
868,active-greedy,tree,14,461,1,176
868,active-prob,tree,22,468,16,168
869,random,glm,19,468,7,171
869,greedy,glm,44,468,1,146
869,prob,glm,20,468,8,170
869,prob-sq,glm,19,468,5,171
869,active,glm,17,468,10,173
869,active-interquartile,glm,19,468,5,171
869,active-semigreedy,glm,18,468,5,172
869,active-greedy,glm,24,468,3,166
869,active-prob,glm,19,468,5,171
869,random,tree,17,468,0,173
869,greedy,tree,10,468,4,180
869,prob,tree,20,468,0,170
869,prob-sq,tree,24,468,6,166
869,active,tree,10,468,0,180
869,active-interquartile,tree,20,468,2,170
869,active-semigreedy,tree,20,468,4,170
869,active-greedy,tree,10,464,1,180
869,active-prob,tree,16,468,2,174
870,random,glm,25,468,11,165
870,greedy,glm,33,468,10,157
870,prob,glm,20,468,9,170
870,prob-sq,glm,22,468,10,168
870,active,glm,16,468,14,174
870,active-interquartile,glm,16,468,9,174
870,active-semigreedy,glm,16,468,10,174
870,active-greedy,glm,38,468,7,152
870,active-prob,glm,15,468,11,175
870,random,tree,19,468,7,171
870,greedy,tree,10,468,0,180
870,prob,tree,21,468,5,169
870,prob-sq,tree,25,468,10,165
870,active,tree,12,468,0,178
870,active-interquartile,tree,22,468,0,168
870,active-semigreedy,tree,22,468,1,168
870,active-greedy,tree,10,468,0,180
870,active-prob,tree,28,468,7,162
871,random,glm,16,468,25,174
871,greedy,glm,53,468,10,137
871,prob,glm,28,468,23,162
871,prob-sq,glm,32,468,19,158
871,active,glm,21,468,25,169
871,active-interquartile,glm,25,468,22,165
871,active-semigreedy,glm,17,468,25,173
871,active-greedy,glm,49,437,10,141
871,active-prob,glm,24,468,24,166
871,random,tree,16,468,0,174
871,greedy,tree,13,468,7,177
871,prob,tree,29,468,3,161
871,prob-sq,tree,32,468,9,158
871,active,tree,14,468,0,176
871,active-interquartile,tree,29,468,11,161
871,active-semigreedy,tree,27,468,18,163
871,active-greedy,tree,15,464,3,175
871,active-prob,tree,38,468,11,152
872,random,glm,15,468,36,175
872,greedy,glm,72,468,8,118
872,prob,glm,23,468,34,167
872,prob-sq,glm,40,468,27,150
872,active,glm,25,468,31,165
872,active-interquartile,glm,23,468,33,167
872,active-semigreedy,glm,21,468,34,169
872,active-greedy,glm,62,408,11,128
872,active-prob,glm,16,468,38,174
872,random,tree,24,468,21,166
872,greedy,tree,14,468,1,176
872,prob,tree,32,468,22,158
872,prob-sq,tree,30,468,14,160
872,active,tree,13,468,0,177
872,active-interquartile,tree,21,468,3,169
872,active-semigreedy,tree,17,468,26,173
872,active-greedy,tree,15,448,0,175
872,active-prob,tree,32,468,21,158
873,random,glm,16,468,7,174
873,greedy,glm,27,468,5,163
873,prob,glm,23,468,7,167
873,prob-sq,glm,24,468,7,166
873,active,glm,20,468,7,170
873,active-interquartile,glm,14,468,8,176
873,active-semigreedy,glm,15,468,8,175
873,active-greedy,glm,27,468,8,163
873,active-prob,glm,17,468,7,173
873,random,tree,16,468,14,174
873,greedy,tree,10,468,2,180
873,prob,tree,22,468,6,168
873,prob-sq,tree,23,468,6,167
873,active,tree,19,468,1,171
873,active-interquartile,tree,17,468,7,173
873,active-semigreedy,tree,17,468,0,173
873,active-greedy,tree,10,468,0,180
873,active-prob,tree,25,468,5,165
874,random,glm,23,468,19,167
874,greedy,glm,65,468,6,125
874,prob,glm,21,468,30,169
874,prob-sq,glm,25,468,26,165
874,active,glm,27,468,21,163
874,active-interquartile,glm,22,468,22,168
874,active-semigreedy,glm,19,468,22,171
874,active-greedy,glm,64,468,8,126
874,active-prob,glm,20,468,22,170
874,random,tree,21,468,0,169
874,greedy,tree,18,468,4,172
874,prob,tree,25,468,11,165
874,prob-sq,tree,34,468,18,156
874,active,tree,14,468,3,176
874,active-interquartile,tree,16,468,32,174
874,active-semigreedy,tree,19,468,28,171
874,active-greedy,tree,22,460,2,168
874,active-prob,tree,22,468,29,168
875,random,glm,21,468,34,169
875,greedy,glm,59,468,4,131
875,prob,glm,18,468,29,172
875,prob-sq,glm,26,468,29,164
875,active,glm,17,468,32,173
875,active-interquartile,glm,20,468,32,170
875,active-semigreedy,glm,15,468,35,175
875,active-greedy,glm,56,436,4,134
875,active-prob,glm,15,468,31,175
875,random,tree,23,468,0,167
875,greedy,tree,12,468,21,178
875,prob,tree,26,468,4,164
875,prob-sq,tree,34,468,19,156
875,active,tree,12,468,0,178
875,active-interquartile,tree,21,468,0,169
875,active-semigreedy,tree,19,468,0,171
875,active-greedy,tree,10,468,9,180
875,active-prob,tree,26,468,6,164
876,random,glm,24,468,16,166
876,greedy,glm,50,468,8,140
876,prob,glm,22,468,17,168
876,prob-sq,glm,29,468,18,161
876,active,glm,26,468,15,164
876,active-interquartile,glm,23,468,16,167
876,active-semigreedy,glm,23,468,15,167
876,active-greedy,glm,47,460,7,143
876,active-prob,glm,19,468,17,171
876,random,tree,17,468,2,173
876,greedy,tree,14,468,7,176
876,prob,tree,32,468,12,158
876,prob-sq,tree,37,468,6,153
876,active,tree,16,468,0,174
876,active-interquartile,tree,15,468,0,175
876,active-semigreedy,tree,17,468,0,173
876,active-greedy,tree,20,464,2,170
876,active-prob,tree,36,468,16,154
877,random,glm,20,468,21,170
877,greedy,glm,49,468,8,141
877,prob,glm,20,468,23,170
877,prob-sq,glm,19,468,22,171
877,active,glm,22,468,22,168
877,active-interquartile,glm,20,468,28,170
877,active-semigreedy,glm,16,468,19,174
877,active-greedy,glm,50,468,9,140
877,active-prob,glm,18,468,20,172
877,random,tree,14,468,20,176
877,greedy,tree,14,468,0,176
877,prob,tree,25,468,12,165
877,prob-sq,tree,25,468,20,165
877,active,tree,10,468,0,180
877,active-interquartile,tree,20,468,0,170
877,active-semigreedy,tree,15,468,0,175
877,active-greedy,tree,13,444,0,177
877,active-prob,tree,26,468,0,164
878,random,glm,22,468,15,168
878,greedy,glm,49,468,7,141
878,prob,glm,29,468,12,161
878,prob-sq,glm,27,468,20,163
878,active,glm,26,468,16,164
878,active-interquartile,glm,19,468,17,171
878,active-semigreedy,glm,16,468,22,174
878,active-greedy,glm,46,468,6,144
878,active-prob,glm,18,468,24,172
878,random,tree,17,468,0,173
878,greedy,tree,16,468,10,174
878,prob,tree,28,468,6,162
878,prob-sq,tree,27,468,6,163
878,active,tree,15,468,10,175
878,active-interquartile,tree,18,468,8,172
878,active-semigreedy,tree,17,468,5,173
878,active-greedy,tree,12,448,15,178
878,active-prob,tree,28,468,11,162
879,random,glm,18,468,10,172
879,greedy,glm,41,468,2,149
879,prob,glm,17,468,17,173
879,prob-sq,glm,23,468,12,167
879,active,glm,26,468,10,164
879,active-interquartile,glm,17,468,20,173
879,active-semigreedy,glm,21,468,15,169
879,active-greedy,glm,38,468,4,152
879,active-prob,glm,23,468,9,167
879,random,tree,23,468,12,167
879,greedy,tree,10,468,0,180
879,prob,tree,27,468,7,163
879,prob-sq,tree,28,468,9,162
879,active,tree,15,468,0,175
879,active-interquartile,tree,22,468,0,168
879,active-semigreedy,tree,21,468,3,169
879,active-greedy,tree,10,468,0,180
879,active-prob,tree,30,468,10,160
880,random,glm,20,468,27,170
880,greedy,glm,65,468,11,125
880,prob,glm,22,468,28,168
880,prob-sq,glm,27,468,27,163
880,active,glm,26,468,26,164
880,active-interquartile,glm,16,468,29,174
880,active-semigreedy,glm,13,468,29,177
880,active-greedy,glm,65,465,8,125
880,active-prob,glm,17,468,27,173
880,random,tree,20,468,2,170
880,greedy,tree,10,468,30,180
880,prob,tree,31,468,15,159
880,prob-sq,tree,41,468,19,149
880,active,tree,23,468,8,167
880,active-interquartile,tree,21,468,22,169
880,active-semigreedy,tree,19,468,0,171
880,active-greedy,tree,27,425,7,163
880,active-prob,tree,32,468,24,158
881,random,glm,14,468,42,176
881,greedy,glm,70,468,9,120
881,prob,glm,21,468,40,169
881,prob-sq,glm,26,468,37,164
881,active,glm,19,468,40,171
881,active-interquartile,glm,18,468,41,172
881,active-semigreedy,glm,16,468,37,174
881,active-greedy,glm,64,408,9,126
881,active-prob,glm,18,468,37,172
881,random,tree,20,468,0,170
881,greedy,tree,24,468,2,166
881,prob,tree,27,468,21,163
881,prob-sq,tree,33,468,16,157
881,active,tree,11,468,0,179
881,active-interquartile,tree,20,468,0,170
881,active-semigreedy,tree,23,468,2,167
881,active-greedy,tree,26,428,1,164
881,active-prob,tree,22,468,17,168
882,random,glm,17,468,33,173
882,greedy,glm,73,468,3,117
882,prob,glm,25,468,30,165
882,prob-sq,glm,19,468,49,171
882,active,glm,24,468,40,166
882,active-interquartile,glm,22,468,37,168
882,active-semigreedy,glm,19,468,29,171
882,active-greedy,glm,68,388,5,122
882,active-prob,glm,17,468,35,173
882,random,tree,15,468,0,175
882,greedy,tree,19,468,7,171
882,prob,tree,38,468,29,152
882,prob-sq,tree,41,468,31,149
882,active,tree,11,468,23,179
882,active-interquartile,tree,16,468,41,174
882,active-semigreedy,tree,18,468,34,172
882,active-greedy,tree,18,452,1,172
882,active-prob,tree,33,468,34,157
883,random,glm,19,468,32,171
883,greedy,glm,82,468,5,108
883,prob,glm,24,468,46,166
883,prob-sq,glm,33,468,45,157
883,active,glm,18,468,29,172
883,active-interquartile,glm,17,468,45,173
883,active-semigreedy,glm,17,468,38,173
883,active-greedy,glm,75,413,9,115
883,active-prob,glm,21,468,36,169
883,random,tree,18,468,0,172
883,greedy,tree,14,468,8,176
883,prob,tree,37,468,33,153
883,prob-sq,tree,41,468,27,149
883,active,tree,11,468,0,179
883,active-interquartile,tree,17,468,14,173
883,active-semigreedy,tree,18,468,0,172
883,active-greedy,tree,14,466,1,176
883,active-prob,tree,25,468,34,165
884,random,glm,16,468,41,174
884,greedy,glm,73,468,7,117
884,prob,glm,32,468,34,158
884,prob-sq,glm,45,468,26,145
884,active,glm,24,468,38,166
884,active-interquartile,glm,24,468,42,166
884,active-semigreedy,glm,14,468,40,176
884,active-greedy,glm,66,368,7,124
884,active-prob,glm,21,468,40,169
884,random,tree,13,468,0,177
884,greedy,tree,30,468,1,160
884,prob,tree,58,468,9,132
884,prob-sq,tree,38,468,23,152
884,active,tree,33,468,15,157
884,active-interquartile,tree,16,468,0,174
884,active-semigreedy,tree,18,468,0,172
884,active-greedy,tree,43,449,0,147
884,active-prob,tree,27,468,30,163
885,random,glm,17,468,9,173
885,greedy,glm,27,468,1,163
885,prob,glm,14,468,11,176
885,prob-sq,glm,20,468,9,170
885,active,glm,19,468,11,171
885,active-interquartile,glm,22,468,7,168
885,active-semigreedy,glm,20,468,9,170
885,active-greedy,glm,29,468,4,161
885,active-prob,glm,23,468,9,167
885,random,tree,20,468,0,170
885,greedy,tree,14,468,3,176
885,prob,tree,23,468,3,167
885,prob-sq,tree,28,468,4,162
885,active,tree,12,468,0,178
885,active-interquartile,tree,20,468,0,170
885,active-semigreedy,tree,22,468,0,168
885,active-greedy,tree,13,463,1,177
885,active-prob,tree,29,468,6,161
886,random,glm,26,468,20,164
886,greedy,glm,61,468,10,129
886,prob,glm,19,468,21,171
886,prob-sq,glm,21,468,25,169
886,active,glm,19,468,30,171
886,active-interquartile,glm,24,468,23,166
886,active-semigreedy,glm,16,468,17,174
886,active-greedy,glm,61,468,8,129
886,active-prob,glm,22,468,16,168
886,random,tree,20,468,25,170
886,greedy,tree,25,468,8,165
886,prob,tree,28,468,5,162
886,prob-sq,tree,31,468,16,159
886,active,tree,14,468,0,176
886,active-interquartile,tree,18,468,1,172
886,active-semigreedy,tree,19,468,0,171
886,active-greedy,tree,23,424,0,167
886,active-prob,tree,34,468,9,156
887,random,glm,17,468,19,173
887,greedy,glm,39,468,4,151
